case,sample,iterations,generated_ns,direct_ns,ratio
STACK_DENSE_HEAP,0,2048,40973791,50111667,0.8176497301516631
STACK_DENSE_HEAP,1,2048,40983667,50137208,0.8174301807950693
STACK_DENSE_HEAP,2,2048,41019083,50205167,0.8170291117645321
STACK_DENSE_HEAP,3,2048,41063167,50178666,0.8183391523401599
STACK_DENSE_HEAP,4,2048,40993083,50387875,0.8135505416729719
STACK_DENSE_HEAP,5,2048,41054708,50220958,0.8174815781092826
STACK_DENSE_HEAP,6,2048,41112000,50198291,0.8189920250472272
