case,sample,iterations,generated_ns,direct_ns,ratio
CONCAT_DENSE_HEAP,0,1024,27801042,32462375,0.856408134032091
CONCAT_DENSE_HEAP,1,1024,27594500,32703792,0.8437706550971215
CONCAT_DENSE_HEAP,2,1024,27937458,32726292,0.8536701316482784
CONCAT_DENSE_HEAP,3,1024,29990208,33039166,0.9077168594388854
CONCAT_DENSE_HEAP,4,1024,28188750,33021916,0.8536376265992561
CONCAT_DENSE_HEAP,5,1024,28125709,33023375,0.8516909310450552
CONCAT_DENSE_HEAP,6,1024,28110084,33020417,0.851294034233426
