case,sample,iterations,generated_ns,direct_ns,ratio
CONCAT_BOUNDED_MIXED,0,512,29499917,29398125,1.0034625337500265
CONCAT_BOUNDED_MIXED,1,512,29417417,29364209,1.0018120018148624
CONCAT_BOUNDED_MIXED,2,512,29461208,29394375,1.002273666305203
CONCAT_BOUNDED_MIXED,3,512,29463667,29369833,1.0031949109142024
CONCAT_BOUNDED_MIXED,4,512,29495167,29432125,1.0021419452384086
CONCAT_BOUNDED_MIXED,5,512,29477708,29352583,1.0042628275678498
CONCAT_BOUNDED_MIXED,6,512,29500792,29404416,1.0032776029287573
