case,sample,iterations,generated_ns,direct_ns,ratio
STACK_DENSE_HEAP,0,2048,40982042,50105458,0.8179157248697337
STACK_DENSE_HEAP,1,2048,40955750,49771791,0.8228707301290403
STACK_DENSE_HEAP,2,2048,40948084,50117208,0.8170463925284904
STACK_DENSE_HEAP,3,2048,40938167,50119833,0.816805734368668
STACK_DENSE_HEAP,4,2048,40943709,50105291,0.8171534020229521
STACK_DENSE_HEAP,5,2048,40950959,50897875,0.8045710945692723
STACK_DENSE_HEAP,6,2048,41615292,51441542,0.8089822035272581
