case,sample,iterations,generated_ns,direct_ns,ratio
CONCAT_BOUNDED_MIXED,0,512,29392125,31876833,0.9220528588897147
CONCAT_BOUNDED_MIXED,1,512,29423500,30114458,0.9770556056496186
CONCAT_BOUNDED_MIXED,2,512,29428542,31918083,0.9220021766344803
CONCAT_BOUNDED_MIXED,3,512,29409334,31891292,0.9221744293081635
CONCAT_BOUNDED_MIXED,4,512,29625583,31936292,0.9276462965706852
CONCAT_BOUNDED_MIXED,5,512,29415333,31857584,0.9233384741291116
CONCAT_BOUNDED_MIXED,6,512,29388542,31249875,0.940437105748423
