case,sample,iterations,generated_ns,direct_ns,ratio
CONCAT_BOUNDED_HEAP,0,512,31651625,30109500,1.0512172237997974
CONCAT_BOUNDED_HEAP,1,512,31099000,29508458,1.053901223845719
CONCAT_BOUNDED_HEAP,2,512,29511708,31810708,0.927728738385829
CONCAT_BOUNDED_HEAP,3,512,30850625,29477417,1.0465850857963572
CONCAT_BOUNDED_HEAP,4,512,31274417,30946459,1.0105975937343914
CONCAT_BOUNDED_HEAP,5,512,31774417,31657166,1.0037037743681794
CONCAT_BOUNDED_HEAP,6,512,29498334,30894541,0.9548073234038337
