case,iterations,median_ratio,checksum
CONCAT_DENSE_HEAP,1024,0.8568534373752911,0
CONCAT_BOUNDED_HEAP,512,0.9990866480879274,0
CONCAT_BOUNDED_SEGMENT,512,1.0003503976123576,0
CONCAT_BOUNDED_MIXED,512,0.9220453328379336,0
STACK_DENSE_HEAP,2048,0.8170463925284904,0
STACK_GENERAL_HEAP,1024,1.0013588062679122,0
STACK_GENERAL_SEGMENT,1024,1.0009347326527698,0
STACK_GENERAL_MIXED,1024,1.0005564259880222,0
