case,sample,iterations,generated_ns,direct_ns,ratio
STACK_GENERAL_MIXED,0,1024,25598125,25650542,0.997956495422202
STACK_GENERAL_MIXED,1,1024,25593042,25586916,1.0002394192406776
STACK_GENERAL_MIXED,2,1024,25573042,25596417,0.9990867862482472
STACK_GENERAL_MIXED,3,1024,25697042,25621333,1.0029549204172945
STACK_GENERAL_MIXED,4,1024,25582958,25638250,0.9978433785457276
STACK_GENERAL_MIXED,5,1024,25606083,25581875,1.0009462949842418
STACK_GENERAL_MIXED,6,1024,25569125,25634000,0.9974691815557463
