case,fork0,fork1,fork2,fork3,fork4,median
CONCAT_DENSE_HEAP,0.8536376265992561,0.8553449485801763,0.8568534373752911,0.8555022697497232,0.8572042653956954,0.8555022697497232
CONCAT_BOUNDED_HEAP,1.0105975937343914,1.001656152092813,0.9990866480879274,0.9866226117514172,0.999867393590381,0.999867393590381
CONCAT_BOUNDED_SEGMENT,1.0009227920622923,0.999408506606118,1.0003503976123576,1.000256310992101,1.0002451482924306,1.000256310992101
CONCAT_BOUNDED_MIXED,1.0008255283079883,1.0024669608755792,0.9220453328379336,0.9233384741291116,1.0031949109142024,1.0008255283079883
STACK_DENSE_HEAP,0.8181639210669941,0.8180704345166037,0.8170463925284904,0.8183296067973995,0.8174815781092826,0.8180704345166037
STACK_GENERAL_HEAP,1.000866428804377,1.0007393459288376,1.0013588062679122,1.002842942573424,1.0008100889130152,1.000866428804377
STACK_GENERAL_SEGMENT,0.9998223492990159,1.000566687342971,1.0009347326527698,1.0010616167958575,0.9988332806689191,1.000566687342971
STACK_GENERAL_MIXED,0.9990867862482472,0.9992810357364201,1.0005564259880222,1.0007112407483136,0.9989227002584609,0.9992810357364201
aggregate_median,,,,,,0.999867393590381
