case,iterations,median_ratio,checksum
CONCAT_DENSE_HEAP,1024,0.8553449485801763,0
CONCAT_BOUNDED_HEAP,512,1.001656152092813,0
CONCAT_BOUNDED_SEGMENT,512,0.999408506606118,0
CONCAT_BOUNDED_MIXED,512,1.0024669608755792,0
STACK_DENSE_HEAP,2048,0.8180704345166037,0
STACK_GENERAL_HEAP,1024,1.0007393459288376,0
STACK_GENERAL_SEGMENT,1024,1.000566687342971,0
STACK_GENERAL_MIXED,1024,0.9992810357364201,0
