case,iterations,median_ratio,checksum
CONCAT_DENSE_HEAP,1024,0.8555022697497232,0
CONCAT_BOUNDED_HEAP,512,0.9866226117514172,0
CONCAT_BOUNDED_SEGMENT,512,1.000256310992101,0
CONCAT_BOUNDED_MIXED,512,0.9233384741291116,0
STACK_DENSE_HEAP,2048,0.8183296067973995,0
STACK_GENERAL_HEAP,1024,1.002842942573424,0
STACK_GENERAL_SEGMENT,1024,1.0010616167958575,0
STACK_GENERAL_MIXED,1024,1.0007112407483136,0
