case,sample,iterations,generated_ns,direct_ns,ratio
CONCAT_BOUNDED_HEAP,0,512,31732458,29757917,1.066353468221583
CONCAT_BOUNDED_HEAP,1,512,29461333,29507500,0.9984354147250699
CONCAT_BOUNDED_HEAP,2,512,29467292,29685292,0.9926562959192047
CONCAT_BOUNDED_HEAP,3,512,31781833,29674667,1.0710089181455684
CONCAT_BOUNDED_HEAP,4,512,29502666,29521208,0.9993719091711966
CONCAT_BOUNDED_HEAP,5,512,29458583,29628583,0.994262297322825
CONCAT_BOUNDED_HEAP,6,512,29488500,29515458,0.9990866480879274
