case,sample,iterations,generated_ns,direct_ns,ratio
STACK_GENERAL_MIXED,0,1024,26205208,26242250,0.9985884594499328
STACK_GENERAL_MIXED,1,1024,26829666,26654541,1.006570175040718
STACK_GENERAL_MIXED,2,1024,25950667,25657250,1.0114360268540081
STACK_GENERAL_MIXED,3,1024,25617667,25670792,0.9979305274258776
STACK_GENERAL_MIXED,4,1024,25653291,25607625,1.001783296967212
STACK_GENERAL_MIXED,5,1024,25618541,25600333,1.0007112407483136
STACK_GENERAL_MIXED,6,1024,25661541,25660083,1.000056819769445
